ID,APN,Registered Date,Property Type,Property Address,Property Area,Rpt Dist No,Crm Cd Desc,Longitude,Latitude,Weapon Used Cd,Crime Code
869464,180208153,03/17/2018,STREET,1000 INGRAHAM ST,Rampart,249,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2615,34.0515,0,420
869465,180907459,03/07/2018,SINGLE FAMILY DWELLING,3800 DEERVALE DR,Van Nuys,991,BURGLARY,-118.4513,34.1393,0,310
869466,180130930,12/21/2018,PARKING UNDERGROUND/BUILDING,600 N BROADWAY,Central,111,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2402,34.0586,0,420
869467,180817646,10/01/2018,STREET,1600 COLBY AV,West LA,853,VIOLATION OF RESTRAINING ORDER,-118.4529,34.0452,0,901
869468,180108629,02/08/2018,OTHER BUSINESS,900 N ALAMEDA ST,Central,119,UNAUTHORIZED COMPUTER ACCESS,-118.2371,34.0581,0,661
869469,180719481,07/14/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",100 S DOHENY DR,Wilshire,721,BATTERY WITH SEXUAL CONTACT,-118.3897,34.0753,400,860
869470,181913004,06/20/2018,SINGLE FAMILY DWELLING,13300 BEAVER ST,Mission,1908,ROBBERY,-118.4225,34.3173,400,210
869471,180817205,10/01/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1700 BELOIT AV,West LA,853,THEFT PLAIN - PETTY ($950 & UNDER),-118.4473,34.0468,0,440
869472,181809858,04/15/2018,PARKING LOT,8900 S CENTRAL AV,Southeast,1806,ROBBERY,-118.2564,33.9556,400,210
869473,181504531,01/11/2018,OTHER BUSINESS,12000 VANOWEN ST,N Hollywood,1514,THEFT PLAIN - PETTY ($950 & UNDER),-118.3943,34.194,0,440
869474,180326937,11/24/2018,PARKING LOT,4600 AUGUST ST,Southwest,362,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.3491,34.0168,0,420
869475,181017953,10/21/2018,NURSING/CONVALESCENT/RETIREMENT HOME,7100 CORBIN AV,West Valley,1021,BATTERY - SIMPLE ASSAULT,-118.5623,34.1993,400,624
869476,180811456,06/06/2018,GARAGE/CARPORT,11000 STRATHMORE DR,West LA,837,VEHICLE - STOLEN,-118.4512,34.0678,0,510
869477,181017255,10/15/2018,DRIVEWAY,17400 LEADWELL ST,West Valley,1017,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.5126,34.2043,0,420
869478,181814814,05/15/2018,SINGLE FAMILY DWELLING,700 LACONIA BL,Southeast,1831,THEFT OF IDENTITY,-118.287,33.918,0,354
869479,182109875,05/02/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5800 OWENSMOUTH AV,Topanga,2177,DOCUMENT FORGERY / STOLEN FELONY,-118.6015,34.1753,0,649
869480,181215793,06/09/2018,STREET,2100 W 85TH ST,77th Street,1263,BURGLARY FROM VEHICLE,-118.3156,33.9609,0,330
869481,182007705,03/06/2018,RESTAURANT/FAST FOOD,7TH,Olympic,2036,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2916,34.0598,511,930
869482,180718630,10/23/2018,OTHER BUSINESS,7400 MELROSE AV,Wilshire,702,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.3511,34.0836,0,442
869483,181821003,10/21/2018,STREET,600 E 92ND ST,Southeast,1806,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2651,33.9529,0,420
869484,180712101,06/15/2018,GARAGE/CARPORT,100 N GARDNER ST,Wilshire,724,BURGLARY,-118.3571,34.0735,0,310
869485,181717618,10/15/2018,SINGLE FAMILY DWELLING,16500 TULSA ST,Devonshire,1737,THEFT OF IDENTITY,-118.4913,34.2684,0,354
869486,180508107,03/30/2018,STREET,500 HAWAIIAN AV,Harbor,524,VEHICLE - STOLEN,-118.2764,33.7749,0,510
869487,181510621,02/10/2018,OFFICE BUILDING/OFFICE,12100 VENTURA BL,N Hollywood,1591,BURGLARY,-118.3953,34.1436,0,310
869488,181012588,07/04/2018,GARAGE/CARPORT,15500 MOORPARK ST,West Valley,1079,BURGLARY FROM VEHICLE,-118.4721,34.156,0,330
869489,181426866,12/31/2018,GARAGE/CARPORT,2600 S BARRINGTON AV,Pacific,1402,BURGLARY FROM VEHICLE,-118.4421,34.0271,500,330
869490,180809211,04/20/2018,PARKING LOT,12100 W PICO BL,West LA,881,BATTERY - SIMPLE ASSAULT,-118.4525,34.0341,400,624
869491,181717428,10/10/2018,SPECIALTY SCHOOL/OTHER,9100 OAKDALE AV,Devonshire,1772,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.5667,34.2361,511,930
869492,181717075,10/02/2018,RESTAURANT/FAST FOOD,9200 WINNETKA AV,Devonshire,1771,INTIMATE PARTNER - SIMPLE ASSAULT,-118.5807,34.2402,500,626
869493,180905865,02/04/2018,SINGLE FAMILY DWELLING,6900 ORION AV,Van Nuys,911,ROBBERY,-118.4705,34.1961,400,210
869494,181505931,02/06/2018,STREET,3900 CARPENTER AV,N Hollywood,1595,BURGLARY FROM VEHICLE,-118.3914,34.1406,0,330
869495,180514665,08/19/2018,STREET,400 W OLIVER ST,Harbor,558,BATTERY - SIMPLE ASSAULT,-118.2857,33.7469,400,624
869496,181920360,11/12/2018,YARD (RESIDENTIAL/BUSINESS),8600 VAN NUYS BL,Mission,1985,TRESPASSING,-118.4494,34.2258,0,888
869497,181305407,01/25/2018,SINGLE FAMILY DWELLING,400 E 25TH ST,Newton,1322,THEFT PLAIN - PETTY ($950 & UNDER),-118.2648,34.0244,0,440
869498,182114005,07/26/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6800 REMMET AV,Topanga,2146,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",-118.6003,34.1938,0,956
869499,182115162,08/22/2018,SINGLE FAMILY DWELLING,8800 ETON AV,Topanga,2106,CHILD PORNOGRAPHY,-118.5951,34.23,0,814
869500,180128416,11/18/2018,SIDEWALK,600 S SAN PEDRO ST,Central,166,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2469,34.0421,207,230
869501,180409419,05/05/2018,PARKING LOT,WHITTIER BL,Hollenbeck,473,VEHICLE - STOLEN,-118.2157,34.0344,0,510
869502,180126978,06/19/2018,OTHER BUSINESS,1300 E 6TH ST,Central,159,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",-118.2356,34.0382,0,668
869503,180612248,05/16/2018,PARKING UNDERGROUND/BUILDING,6800 HOLLYWOOD BL,Hollywood,645,BURGLARY FROM VEHICLE,-118.3387,34.1016,0,330
869504,180712582,06/15/2018,SINGLE FAMILY DWELLING,1100 S PLYMOUTH BL,Wilshire,758,THEFT PLAIN - PETTY ($950 & UNDER),-118.3282,34.0528,0,440
869505,180304549,01/10/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",3100 RAYMOND AV,Southwest,337,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2981,34.0268,511,930
869506,181708429,04/02/2018,YARD (RESIDENTIAL/BUSINESS),10300 RUFFNER AV,Devonshire,1747,ATTEMPTED ROBBERY,-118.4969,34.2584,102,220
869507,181912569,06/13/2018,GAS STATION,14700 DEVONSHIRE ST,Mission,1955,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.4529,34.2608,102,230
869508,180626126,12/20/2018,GARAGE/CARPORT,1900 N SAINT ANDREWS PL,Hollywood,629,BURGLARY,-118.3115,34.1054,0,310
869509,180512877,07/03/2018,AUTO REPAIR SHOP,700 W BATTERY ST,Harbor,541,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2922,33.7548,0,745
869510,181426478,12/21/2018,OTHER RESIDENCE,6300 W 80TH ST,Pacific,1466,THEFT OF IDENTITY,-118.4002,33.975,0,354
869511,181514285,07/12/2018,SINGLE FAMILY DWELLING,11700 HART ST,N Hollywood,1515,INTIMATE PARTNER - AGGRAVATED ASSAULT,-118.3878,34.1976,306,236
869512,181506845,02/24/2018,STREET,11400 CALIFA ST,N Hollywood,1535,VEHICLE - STOLEN,-118.379,34.1776,0,510
869513,182105584,01/19/2018,SHOPPING MALL (COMMON AREA),6600 TOPANGA CANYON BL,Topanga,2156,THEFT PLAIN - PETTY ($950 & UNDER),-118.6059,34.1905,0,440
869514,181110010,05/03/2018,STREET,3100 BERKELEY CI,Northeast,1171,DISTURBING THE PEACE,-118.2719,34.0881,0,886
869515,182109904,05/04/2018,SINGLE FAMILY DWELLING,8100 PONCE AV,Topanga,2113,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.6213,34.2164,511,930
869516,181109867,05/02/2018,OTHER BUSINESS,2400 RIVERSIDE DR,Northeast,1145,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2545,34.1049,0,740
869517,181716247,09/16/2018,PARKING UNDERGROUND/BUILDING,21700 LASSEN ST,Devonshire,1751,ROBBERY,-118.6072,34.2534,400,210
869518,181221359,08/08/2018,MISSIONS/SHELTERS,400 W 49TH ST,77th Street,1209,THEFT PLAIN - PETTY ($950 & UNDER),-118.2811,33.9983,0,440
869519,181906718,01/27/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8200 WILLIS AV,Mission,1994,THEFT OF IDENTITY,-118.4553,34.2198,0,354
869520,181007829,03/24/2018,STREET,16100 VANOWEN ST,West Valley,1039,VEHICLE - STOLEN,-118.4836,34.1939,0,510
869521,181712984,07/04/2018,DRIVEWAY,10100 DE SOTO AV,Devonshire,1752,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.5886,34.2537,0,420
869522,181216487,06/17/2018,SINGLE FAMILY DWELLING,1200 W 76TH ST,77th Street,1255,THEFT PLAIN - PETTY ($950 & UNDER),-118.2962,33.9711,0,440
869523,180920723,11/11/2018,STREET,SUNNYSLOPE AV,Van Nuys,989,BURGLARY FROM VEHICLE,-118.4269,34.1504,0,330
869524,181423348,10/31/2018,STREET,11800 BLUFF CREEK DR,Pacific,1464,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.401,33.9839,0,740
869525,180809158,04/19/2018,MARKET,1800 S LA CIENEGA BL,West LA,889,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.3818,34.0425,0,442
869526,210809857,07/12/2018,SINGLE FAMILY DWELLING,11900 W SUNSET BL,West LA,813,THEFT OF IDENTITY,-118.4768,34.0738,0,354
869527,180606728,02/16/2018,STREET,DE LONGPRE,Hollywood,645,BURGLARY FROM VEHICLE,-118.3428,34.0962,0,330
869528,182111307,05/31/2018,SINGLE FAMILY DWELLING,22200 AVENUE SAN LUIS,Topanga,2185,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.6104,34.166,400,230
869529,181312583,05/25/2018,SINGLE FAMILY DWELLING,200 E 46TH ST,Newton,1352,BATTERY - SIMPLE ASSAULT,-118.2718,34.002,400,624
869530,181613569,08/30/2018,RESTAURANT/FAST FOOD,13700 VAN NUYS BL,Foothill,1641,BURGLARY,-118.4313,34.2594,0,310
869531,181704053,01/01/2018,GAS STATION,11400 BALBOA BL,Devonshire,1717,ATTEMPTED ROBBERY,-118.5022,34.2785,400,220
869532,182100712,05/03/2018,SINGLE FAMILY DWELLING,4900 NOFRAL RD,Topanga,2187,BATTERY WITH SEXUAL CONTACT,-118.5917,34.1585,400,860
869533,180224582,12/15/2018,STREET,1400 W SUNSET BL,Rampart,218,BURGLARY FROM VEHICLE,-118.2519,34.0742,0,330
869534,181515273,07/27/2018,PARKING LOT,4100 ARCH DR,N Hollywood,1585,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.3722,34.1412,0,420
869535,181206014,01/26/2018,STREET,8100 S VERMONT AV,77th Street,1265,BURGLARY FROM VEHICLE,-118.2918,33.9646,0,330
869536,180417281,11/10/2018,STREET,BROADWAY,Hollenbeck,422,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2144,34.0737,0,420
869537,181225858,10/28/2018,LIQUOR STORE,7500 S FIGUEROA ST,77th Street,1256,ROBBERY,-118.2827,33.9717,400,210
869538,181018712,11/15/2018,MTA BUS,VICTORY BL,West Valley,1037,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.5011,34.1866,0,420
869539,181824350,11/01/2018,SINGLE FAMILY DWELLING,104TH ST,Southeast,1821,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2871,33.9467,400,230
869540,180106137,01/14/2018,"VEHICLE, PASSENGER/TRUCK",100 W 1ST ST,Central,124,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2434,34.0522,0,740
869541,180918686,10/05/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",14100 ERWIN ST,Van Nuys,935,INTIMATE PARTNER - AGGRAVATED ASSAULT,-118.44,34.1837,400,236
869542,182118695,11/01/2018,SINGLE FAMILY DWELLING,7400 VARIEL AV,Topanga,2136,BATTERY - SIMPLE ASSAULT,-118.5994,34.2047,400,624
869543,180310217,03/22/2018,STREET,4000 S BRONSON AV,Southwest,373,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.3333,34.0128,0,420
869544,180606117,02/07/2018,BUS-CHARTER/PRIVATE,VINE,Hollywood,645,"THEFT, PERSON",-118.3417,34.1006,0,350
869545,182009368,04/10/2018,PARKING LOT,2900 W 6TH ST,Olympic,2029,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.2843,34.0637,0,331
869546,181223720,09/29/2018,STREET,WESTERN,77th Street,1273,INTIMATE PARTNER - SIMPLE ASSAULT,-118.309,33.96,400,626
869547,181604331,01/07/2018,OTHER BUSINESS,10400 TUXFORD ST,Foothill,1667,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.3574,34.2355,0,745
869548,180808027,03/27/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1900 S BEDFORD ST,West LA,889,THEFT OF IDENTITY,-118.3827,34.0442,0,354
869549,181217362,07/02/2018,STREET,1500 W 60TH ST,77th Street,1235,BRANDISH WEAPON,-118.3024,33.9859,205,761
869550,180719175,11/03/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1200 S DUNSMUIR AV,Wilshire,755,THEFT PLAIN - PETTY ($950 & UNDER),-118.3519,34.0529,0,440
869551,181920479,11/14/2018,ALLEY,9700 ARLETA AV,Mission,1969,VEHICLE - STOLEN,-118.4303,34.2461,0,510
869552,180120201,08/01/2018,OTHER PREMISE,500 S SPRING ST,Central,154,ROBBERY,-118.2496,34.0474,400,210
869553,180320394,09/04/2018,STREET,MIDDLETON ST,Southwest,375,THEFT PLAIN - PETTY ($950 & UNDER),-118.3089,34.0156,400,440
869554,180815939,09/06/2018,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",2900 N BEVERLY GLEN BL,West LA,807,"BUNCO, PETTY THEFT",-118.4452,34.1264,0,664
869555,181221970,09/04/2018,STREET,85TH ST,77th Street,1267,ROBBERY,-118.2827,33.9611,400,210
869556,181719154,06/01/2018,SINGLE FAMILY DWELLING,22200 PLUMMER ST,Devonshire,1761,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.6134,34.2448,0,341
869557,180401553,11/18/2018,SINGLE FAMILY DWELLING,2700 FAIRMOUNT ST,Hollenbeck,456,"RAPE, FORCIBLE",-118.2006,34.0506,400,121
869558,181407824,03/03/2018,SINGLE FAMILY DWELLING,500 SAN JUAN AV,Pacific,1413,THEFT OF IDENTITY,-118.4692,33.992,0,354
869559,181401208,12/04/2018,AUTO REPAIR SHOP,8900 ELLIS AV,Pacific,1409,DISCHARGE FIREARMS/SHOTS FIRED,-118.3913,34.0303,109,753
869560,180617206,07/28/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7000 LANEWOOD AV,Hollywood,645,BATTERY - SIMPLE ASSAULT,-118.3414,34.0992,400,624
869561,181315830,07/18/2018,OTHER BUSINESS,1300 E 41ST ST,Newton,1346,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.2521,34.0093,0,442
869562,181105403,02/01/2018,OTHER BUSINESS,2100 COLORADO BL,Northeast,1105,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.218,34.1442,511,930
869563,180323804,10/22/2018,"VEHICLE, PASSENGER/TRUCK",500 W 41ST DR,Southwest,398,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2827,34.0088,0,745
869564,181300939,12/11/2018,STREET,3100 S GRAND AV,Newton,1331,BURGLARY FROM VEHICLE,-118.2748,34.0225,0,330
869565,180320579,09/06/2018,FREEWAY,110FWY,Southwest,359,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2811,34.0167,102,230
869566,180515709,09/10/2018,STREET,700 W BASIN ST,Harbor,541,"THEFT, PERSON",-118.2922,33.7556,400,350
869567,180906871,02/23/2018,STREET,6900 WOODMAN AV,Van Nuys,916,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.4356,34.1976,500,420
869568,180604644,01/01/2018,STREET,1800 N CAHUENGA BL,Hollywood,636,VEHICLE - STOLEN,-118.3297,34.104,0,510
869569,180918903,10/08/2018,PARKING LOT,14500 ERWIN ST,Van Nuys,933,VEHICLE - STOLEN,-118.4487,34.1836,0,510
869570,180401448,10/20/2018,SINGLE FAMILY DWELLING,3000 THE MALL ST,Hollenbeck,489,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2143,34.0245,207,230
869571,180411849,07/04/2018,STREET,2100 N HICKS AV,Hollenbeck,437,VEHICLE - STOLEN,-118.1908,34.068,0,510
869572,181412709,05/18/2018,CONSTRUCTION SITE,6800 S CENTINELA AV,Pacific,1465,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.4024,33.984,0,331
869573,181311964,05/10/2018,RESTAURANT/FAST FOOD,MAIN,Newton,1321,THEFT OF IDENTITY,-118.268,34.0258,0,354
869574,181604552,01/10/2018,SINGLE FAMILY DWELLING,13100 HOYT ST,Foothill,1623,INTIMATE PARTNER - AGGRAVATED ASSAULT,-118.4184,34.2674,400,236
869575,181822231,11/11/2018,BAR/COCKTAIL/NIGHTCLUB,16400 S VERMONT AV,Southeast,1881,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2913,33.8825,212,230
869576,180608989,03/22/2018,"VEHICLE, PASSENGER/TRUCK",DE LONGPRE,Hollywood,666,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.3295,34.0962,0,740
869577,180819967,11/08/2018,PUBLIC STORAGE,11600 W OLYMPIC BL,West LA,881,BURGLARY,-118.446,34.0354,0,310
869578,181222745,09/14/2018,PARKING LOT,WESTERN AV,77th Street,1231,VIOLATION OF COURT ORDER,-118.3463,33.9852,0,900
869579,180815601,09/02/2018,ALLEY,11200 SANTA MONICA BL,West LA,853,"RAPE, FORCIBLE",-118.4513,34.0458,400,121
869580,181316445,07/29/2018,SINGLE FAMILY DWELLING,300 W 56TH ST,Newton,1371,THEFT PLAIN - PETTY ($950 & UNDER),-118.2783,33.9915,0,440
869581,180906841,02/22/2018,STREET,13800 BURBANK BL,Van Nuys,946,BURGLARY FROM VEHICLE,-118.4334,34.1722,500,330
869582,180411027,06/12/2018,STREET,1900 MICHIGAN AV,Hollenbeck,463,BURGLARY FROM VEHICLE,-118.2163,34.0483,0,330
869583,180518258,11/07/2018,SINGLE FAMILY DWELLING,200 W 16TH ST,Harbor,567,TRESPASSING,-118.2814,33.7297,0,888
869584,182116491,06/01/2018,SINGLE FAMILY DWELLING,21400 PROVIDENCIA ST,Topanga,2187,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.5966,34.1587,0,341
869585,180315474,06/24/2018,MTA BUS,VERMONT AV,Southwest,325,BATTERY - SIMPLE ASSAULT,-118.2915,34.0328,400,624
869586,182006107,02/05/2018,STREET,600 S BERENDO ST,Olympic,2027,VEHICLE - STOLEN,-118.2941,34.0636,0,510
869587,181900679,04/28/2018,PARKING LOT,14100 HUBBARD ST,Mission,1915,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.4401,34.2987,218,230
869588,182111061,05/25/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",23100 AVENUE SAN LUIS,Topanga,2183,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.6302,34.1618,0,341
869589,181119537,11/14/2018,DRIVEWAY,1000 RUTLAND AV,Northeast,1129,VEHICLE - STOLEN,-118.1721,34.1237,0,510
869590,182009855,04/18/2018,STREET,200 N WESTERN AV,Olympic,2013,BURGLARY FROM VEHICLE,-118.3091,34.0747,0,330
869591,180516641,09/30/2018,SINGLE FAMILY DWELLING,1000 MAHAR AV,Harbor,528,"THEFT, PERSON",-118.2463,33.7838,400,350
869592,181011460,06/10/2018,SINGLE FAMILY DWELLING,5400 NEWCASTLE AV,West Valley,1065,THEFT OF IDENTITY,-118.5244,34.1687,0,354
869593,180404947,01/17/2018,PARKING LOT,5100 ALHAMBRA AV,Hollenbeck,438,BURGLARY FROM VEHICLE,-118.1748,34.0715,0,330
869594,181813469,06/11/2018,STREET,16600 ESTRELLA AV,Southeast,1891,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2856,33.881,0,420
869595,181601308,10/26/2018,SINGLE FAMILY DWELLING,12300 GLAMIS ST,Foothill,1633,INTIMATE PARTNER - SIMPLE ASSAULT,-118.4014,34.269,400,626
869596,181405790,01/30/2018,PARK/PLAYGROUND,9200 EXPOSITION BL,Pacific,1409,THEFT PLAIN - PETTY ($950 & UNDER),-118.3946,34.0283,0,440
869597,181205615,01/20/2018,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5500 S FIGUEROA ST,77th Street,1218,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.287,33.9923,0,341
869598,180621566,10/06/2018,STREET,1600 N MC CADDEN PL,Hollywood,646,BURGLARY FROM VEHICLE,-118.337,34.0997,0,330
869599,180415956,10/11/2018,STREET,100 N LORENA ST,Hollenbeck,469,VEHICLE - STOLEN,-118.195,34.0372,0,510
869600,181214634,05/24/2018,PARKING LOT,4400 S FIGUEROA ST,77th Street,1209,BATTERY - SIMPLE ASSAULT,-118.2827,34.0038,400,624
869601,181413017,04/12/2018,SINGLE FAMILY DWELLING,00 VIA MARINA,Pacific,1452,THEFT OF IDENTITY,-118.4559,33.9657,0,354
869602,180305042,01/02/2018,SINGLE FAMILY DWELLING,1200 W 37TH DR,Southwest,357,THEFT PLAIN - PETTY ($950 & UNDER),-118.2944,34.0191,0,440
869603,180718848,10/28/2018,STREET,1000 LE CLAIRE PL,Wilshire,758,BURGLARY FROM VEHICLE,-118.3289,34.0555,0,330
869604,181112190,06/16/2018,STREET,3800 ACKERMAN DR,Northeast,1135,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2283,34.1166,500,745
869605,180718241,10/15/2018,PARKING LOT,6200 W 3RD ST,Wilshire,734,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.3563,34.0708,0,420
869606,182016158,08/22/2018,STREET,IRVING,Olympic,2021,OTHER MISCELLANEOUS CRIME,-118.3185,34.0617,0,946
869607,191404886,12/26/2018,OTHER BUSINESS,500 VENICE BL,Pacific,1432,"BUNCO, PETTY THEFT",-118.4559,33.9924,0,664
869608,191105426,10/16/2018,SINGLE FAMILY DWELLING,100 E AVENUE 44,Northeast,1179,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2078,34.0953,511,930
869609,180509678,04/30/2018,OTHER STORE,800 S GAFFEY ST,Harbor,565,ATTEMPTED ROBBERY,-118.2923,33.737,109,220
869610,181210604,03/29/2018,STREET,2900 W 60TH ST,77th Street,1242,VEHICLE - STOLEN,-118.3245,33.9855,0,510
869611,181104167,01/04/2018,SINGLE FAMILY DWELLING,1900 N SERRANO AV,Northeast,1153,BURGLARY,-118.3071,34.1054,0,310
869612,181019036,11/25/2018,SINGLE FAMILY DWELLING,6500 VANALDEN AV,West Valley,1023,INTIMATE PARTNER - SIMPLE ASSAULT,-118.5491,34.1881,400,626
869613,181813629,06/17/2018,"VEHICLE, PASSENGER/TRUCK",103RD ST,Southeast,1838,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2358,33.9431,0,740
869614,180113088,05/04/2018,STREET,4TH,Central,141,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2571,34.0547,400,626
869615,180104633,01/06/2018,RESTAURANT/FAST FOOD,500 S MAIN ST,Central,154,BURGLARY,-118.2485,34.0467,0,310
869616,181016123,09/01/2018,SINGLE FAMILY DWELLING,6800 WOODLEY AV,West Valley,1029,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",-118.4836,34.1939,0,956
869617,180516951,10/08/2018,OFFICE BUILDING/OFFICE,1800 S GAFFEY ST,Harbor,585,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2924,33.7279,0,740
869618,181716730,09/25/2018,STREET,BALBOA BL,Devonshire,1756,CHILD ANNOYING (17YRS & UNDER),-118.5024,34.2503,0,813
869619,181221240,08/24/2018,STREET,77TH,77th Street,1257,ROBBERY,-118.2827,33.9698,400,210
869620,181227577,11/20/2018,STREET,6500 S VERMONT AV,77th Street,1248,VEHICLE - STOLEN,-118.2914,33.9801,0,510
869621,181506008,02/06/2018,GARAGE/CARPORT,11400 MOORPARK ST,N Hollywood,1563,BURGLARY FROM VEHICLE,-118.379,34.1504,0,330
869622,181413950,06/10/2018,SINGLE FAMILY DWELLING,800 VENEZIA AV,Pacific,1432,BURGLARY,-118.4579,33.9922,0,310
869623,181226297,11/03/2018,SINGLE FAMILY DWELLING,300 W 78TH ST,77th Street,1257,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2783,33.9689,511,930
869624,181508460,03/26/2018,PARKING UNDERGROUND/BUILDING,6100 WHITSETT AV,N Hollywood,1523,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.4095,34.1849,0,745
869625,181908456,03/26/2018,SINGLE FAMILY DWELLING,19000 AZTEC ST,Mission,1916,VIOLATION OF COURT ORDER,-118.4357,34.304,0,900
869626,181223823,09/27/2018,SINGLE FAMILY DWELLING,1000 W 48TH ST,77th Street,1204,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2979,34.0017,0,740
869627,180606320,02/09/2018,SINGLE FAMILY DWELLING,1800 N WILTON PL,Hollywood,638,"BUNCO, PETTY THEFT",-118.3137,34.1036,0,664
869628,181507863,03/15/2018,DEPARTMENT STORE,11000 VICTORY BL,N Hollywood,1527,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.3703,34.1867,0,442
869629,182105352,01/28/2018,CONDOMINIUM/TOWNHOUSE,5700 CANOGA AV,Topanga,2177,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.5974,34.1733,201,930
869630,181105538,02/01/2018,SINGLE FAMILY DWELLING,5100 MOUNT HELENA AV,Northeast,1109,TRESPASSING,-118.1958,34.1395,0,888
869631,181820528,10/13/2018,SINGLE FAMILY DWELLING,300 W 119TH ST,Southeast,1862,VIOLATION OF RESTRAINING ORDER,-118.2782,33.9247,400,901
